Scenario,Sensor_Type,Occupancy_Count,Crowd_Density_Level,Detection_Time_sec,Peak_Hazard_Exposure_percent,Evacuation_Time_sec,Success_Rate_percent,Decision_Node,Adaptive_Route_ID,Flow_Pattern_Score,Evacuation_Strategy_Type,Comment,Occupancy_Normalized,Density_Normalized,Hazard_Normalized,Combined_Avg,Route_Status
Station Flooding,Heat Sensor,1660,0.81,3.7,13.24,397.0,95.24,Edge-Node-1,19,0.557,Leader-Based,Evacuation improving,0.8260646485377117,0.788888888888889,0.417929292929293,0.6776276101186313,Dangerous
Panic Chain Reaction,RFID Log,460,0.12,1.74,19.92,338.0,97.51,Edge-Node-3,13,0.253,Adaptive,Normal conditions,0.2103642893791688,0.022222222222222213,0.6287878787878789,0.2871247967964233,Optimal
Tunnel Smoke,Environmental Sensor,985,0.19,3.37,18.81,369.0,94.92,Edge-Node-2,8,0.29,Priority-Based,Sensor alert triggered,0.4797331965110313,0.09999999999999999,0.59375,0.3911610655036771,Optimal
Electrical Fire,Heat Sensor,1464,0.11,3.94,10.98,339.0,98.39,Edge-Node-1,13,0.401,Adaptive,Sensor alert triggered,0.7255002565418163,0.011111111111111113,0.3465909090909091,0.36106742558127886,Optimal
Electrical Fire,RFID Log,917,0.31,3.15,19.17,379.0,99.71,Edge-Node-3,6,0.338,Priority-Based,Evacuation improving,0.4448435094920472,0.23333333333333334,0.6051136363636365,0.42776349306300565,Congested
Sudden Overcrowding,RFID Log,1001,0.89,3.98,7.84,310.0,97.62,Edge-Node-2,12,0.896,Leader-Based,Normal conditions,0.4879425346331452,0.8777777777777778,0.2474747474747475,0.5377316866285567,Congested
Panic Chain Reaction,Environmental Sensor,1169,0.88,5.49,24.72,324.0,96.59,Edge-Node-1,16,0.236,Priority-Based,Evacuation improving,0.5741405849153411,0.8666666666666667,0.7803030303030303,0.7403700939616794,Dangerous
Platform Fire,Environmental Sensor,1071,0.32,3.87,17.2,404.0,98.32,Edge-Node-2,18,0.223,Leader-Based,Potential hazard identified,0.5238583889173936,0.24444444444444446,0.5429292929292929,0.43707737543037695,Congested
Panic Chain Reaction,RFID Log,1777,0.86,3.19,16.89,353.0,95.19,Edge-Node-1,8,0.277,Adaptive,Sensor alert triggered,0.8860954335556696,0.8444444444444444,0.5331439393939394,0.7545612724646844,Dangerous
Tunnel Smoke,Heat Sensor,1163,0.19,2.24,8.96,419.0,94.49,Edge-Node-1,4,0.793,Leader-Based,Sensor alert triggered,0.5710620831195484,0.09999999999999999,0.2828282828282829,0.3179634553159438,Optimal
Panic Chain Reaction,Environmental Sensor,1443,0.38,3.36,14.23,392.0,95.2,Edge-Node-2,7,0.85,Leader-Based,Normal conditions,0.7147255002565418,0.3111111111111111,0.449179292929293,0.491671968098982,Congested
Tunnel Smoke,RFID Log,761,0.39,3.53,8.73,362.0,97.75,Edge-Node-3,11,0.445,Adaptive,Sensor alert triggered,0.36480246280143663,0.32222222222222224,0.2755681818181818,0.3208642889472802,Optimal
Tunnel Smoke,WiFi Log,1472,0.64,3.69,8.58,343.0,97.44,Edge-Node-2,6,0.37,Priority-Based,Normal conditions,0.7296049256028733,0.6,0.27083333333333337,0.5334794196454022,Congested
Panic Chain Reaction,Smoke Sensor,967,0.18,2.7,20.08,398.0,92.28,Edge-Node-1,10,0.724,Priority-Based,High congestion observed,0.47049769112365314,0.08888888888888889,0.6338383838383839,0.39774165461697536,Optimal
Panic Chain Reaction,WiFi Log,949,0.66,5.03,14.18,346.0,95.7,Edge-Node-3,3,0.848,Leader-Based,Sensor alert triggered,0.46126218573627503,0.6222222222222222,0.4476010101010101,0.5103618060198358,Congested
Station Flooding,Heat Sensor,214,0.98,5.31,15.27,350.0,91.84,Edge-Node-1,1,0.462,Leader-Based,Sensor alert triggered,0.08414571575166752,0.9777777777777779,0.4820075757575758,0.5146436897623404,Congested
Electrical Fire,Smoke Sensor,50,0.54,5.01,4.18,346.0,99.1,Edge-Node-2,16,0.43,Adaptive,High congestion observed,0.0,0.488888888888889,0.13194444444444445,0.2069444444444445,Optimal
Panic Chain Reaction,Environmental Sensor,1881,0.54,3.06,13.12,321.0,99.7,Edge-Node-1,7,0.761,Leader-Based,Normal conditions,0.93945613134941,0.488888888888889,0.41414141414141414,0.6141621447932377,Dangerous
Electrical Fire,RFID Log,934,0.37,4.25,15.53,329.0,96.14,Edge-Node-2,10,0.471,Adaptive,Potential hazard identified,0.45356593124679323,0.30000000000000004,0.49021464646464646,0.4145935259038132,Optimal
Tunnel Smoke,Environmental Sensor,958,0.14,3.79,19.42,386.0,97.23,Edge-Node-3,1,0.403,Leader-Based,High congestion observed,0.46587993842996406,0.04444444444444447,0.6130050505050506,0.3744431444598197,Optimal
Platform Fire,RFID Log,1911,0.3,3.9,17.45,367.0,94.94,Edge-Node-1,10,0.683,Priority-Based,Evacuation improving,0.9548486403283735,0.2222222222222222,0.5508207070707071,0.5759638565404342,Dangerous
Station Flooding,Environmental Sensor,511,0.6,2.6,7.0,344.0,97.81,Edge-Node-1,6,0.474,Leader-Based,Crowd flow unstable,0.23653155464340683,0.5555555555555555,0.22095959595959597,0.3376822353861861,Optimal
Platform Fire,CCTV,231,0.85,3.85,2.61,286.0,95.89,Edge-Node-3,6,0.31,Adaptive,Evacuation improving,0.09286813750641354,0.8333333333333333,0.08238636363636363,0.33619594482537013,Optimal
Platform Fire,CCTV,171,0.93,3.97,12.44,349.0,98.64,Edge-Node-2,19,0.339,Adaptive,Crowd flow unstable,0.0620831195484864,0.9222222222222223,0.3926767676767677,0.4589940364824921,Congested
Electrical Fire,RFID Log,1921,0.25,1.54,12.33,417.0,97.92,Edge-Node-2,8,0.858,Adaptive,Crowd flow unstable,0.9599794766546946,0.16666666666666669,0.38920454545454547,0.5052835629253022,Congested
Sudden Overcrowding,CCTV,190,0.29,1.44,4.86,278.0,97.05,Edge-Node-3,16,0.842,Priority-Based,High congestion observed,0.07183170856849666,0.21111111111111108,0.15340909090909094,0.14545063686289958,Optimal
Sudden Overcrowding,Smoke Sensor,903,0.23,4.08,11.02,347.0,94.34,Edge-Node-3,8,0.352,Leader-Based,Normal conditions,0.43766033863519754,0.1444444444444445,0.34785353535353536,0.3099861061443924,Optimal
Station Flooding,Smoke Sensor,1466,0.89,5.31,15.49,426.0,95.76,Edge-Node-2,3,0.281,Adaptive,Sensor alert triggered,0.7265264238070805,0.8777777777777778,0.4889520202020202,0.6977520739289594,Dangerous
Panic Chain Reaction,Heat Sensor,635,0.29,4.38,10.01,352.0,96.28,Edge-Node-1,2,0.58,Leader-Based,Sensor alert triggered,0.30015392508978966,0.21111111111111108,0.3159722222222222,0.2757457528077077,Optimal
Panic Chain Reaction,CCTV,292,0.38,4.29,20.44,376.0,95.78,Edge-Node-2,4,0.385,Leader-Based,Evacuation improving,0.12416623909697282,0.3111111111111111,0.6452020202020203,0.36015979013670146,Optimal
Station Flooding,Heat Sensor,677,0.22,5.62,9.64,349.0,97.8,Edge-Node-1,4,0.677,Priority-Based,High congestion observed,0.32170343766033865,0.13333333333333336,0.30429292929292934,0.25310990009553375,Optimal
Electrical Fire,RFID Log,1415,0.42,3.62,11.41,385.0,96.29,Edge-Node-1,13,0.25,Leader-Based,Normal conditions,0.7003591585428425,0.35555555555555557,0.36016414141414144,0.4720262851708465,Congested
Panic Chain Reaction,Heat Sensor,1954,0.3,3.14,19.84,337.0,99.42,Edge-Node-1,15,0.538,Priority-Based,Normal conditions,0.9769112365315545,0.2222222222222222,0.6262626262626263,0.6084653616721344,Dangerous
Electrical Fire,RFID Log,305,0.82,3.86,22.19,394.0,96.51,Edge-Node-2,1,0.542,Leader-Based,Evacuation improving,0.13083632632119033,0.7999999999999999,0.7004419191919192,0.5437594151710364,Congested
Tunnel Smoke,WiFi Log,943,0.62,3.56,20.64,332.0,98.22,Edge-Node-3,9,0.411,Adaptive,Evacuation improving,0.4581836839404823,0.5777777777777777,0.6515151515151516,0.5624922044111372,Dangerous
Sudden Overcrowding,Smoke Sensor,191,0.6,3.97,21.82,364.0,96.25,Edge-Node-2,1,0.479,Leader-Based,High congestion observed,0.07234479220112879,0.5555555555555555,0.6887626262626263,0.43888765800643686,Congested
Platform Fire,RFID Log,103,0.83,3.53,15.1,313.0,98.99,Edge-Node-1,17,0.71,Adaptive,Crowd flow unstable,0.02719343252950231,0.811111111111111,0.47664141414141414,0.43831531926067585,Congested
Sudden Overcrowding,WiFi Log,998,0.66,4.82,22.71,368.0,94.62,Edge-Node-2,14,0.657,Priority-Based,Sensor alert triggered,0.4864032837352489,0.6222222222222222,0.7168560606060607,0.6084938555211772,Dangerous
Panic Chain Reaction,Smoke Sensor,652,0.14,4.5,14.72,376.0,94.65,Edge-Node-1,6,0.32,Adaptive,Sensor alert triggered,0.3088763468445357,0.04444444444444447,0.4646464646464647,0.27265575197848163,Optimal
Tunnel Smoke,CCTV,68,0.93,4.85,19.21,276.0,95.6,Edge-Node-1,16,0.305,Priority-Based,Potential hazard identified,0.009235505387378145,0.9222222222222223,0.6063762626262627,0.512611330078621,Congested
Sudden Overcrowding,Heat Sensor,1256,0.78,4.02,11.87,432.0,98.95,Edge-Node-1,5,0.331,Leader-Based,Potential hazard identified,0.6187788609543355,0.7555555555555555,0.3746843434343434,0.5830062533147449,Dangerous
Tunnel Smoke,Heat Sensor,836,0.28,0.51,15.43,429.0,95.78,Edge-Node-2,12,0.801,Leader-Based,Normal conditions,0.40328373524884553,0.20000000000000007,0.48705808080808083,0.3634472720189755,Optimal
Panic Chain Reaction,WiFi Log,1193,0.41,4.88,18.24,447.0,98.81,Edge-Node-3,9,0.807,Adaptive,Potential hazard identified,0.586454592098512,0.34444444444444444,0.5757575757575757,0.502218870766844,Congested
Platform Fire,Smoke Sensor,992,0.22,2.91,13.24,296.0,92.81,Edge-Node-3,2,0.922,Adaptive,Crowd flow unstable,0.48332478193945616,0.13333333333333336,0.417929292929293,0.34486246940069415,Optimal
Sudden Overcrowding,Environmental Sensor,1676,0.81,4.94,15.02,367.0,96.31,Edge-Node-2,12,0.566,Adaptive,Sensor alert triggered,0.8342739866598256,0.788888888888889,0.47411616161616166,0.6990930123882921,Dangerous
Station Flooding,WiFi Log,590,0.27,4.44,10.07,366.0,96.24,Edge-Node-3,2,0.257,Priority-Based,High congestion observed,0.27706516162134426,0.18888888888888894,0.31786616161616166,0.2612734040421316,Optimal
Sudden Overcrowding,Heat Sensor,1461,0.37,3.26,25.5,347.0,96.54,Edge-Node-2,2,0.367,Adaptive,Potential hazard identified,0.72396100564392,0.30000000000000004,0.8049242424242424,0.6096284160227208,Dangerous
Panic Chain Reaction,Heat Sensor,1337,0.45,4.63,14.8,375.0,98.79,Edge-Node-3,15,0.657,Leader-Based,Evacuation improving,0.6603386351975372,0.3888888888888889,0.46717171717171724,0.5054664137527145,Congested
Sudden Overcrowding,Heat Sensor,1946,0.43,3.48,15.18,360.0,98.97,Edge-Node-1,1,0.342,Adaptive,Potential hazard identified,0.9728065674704977,0.3666666666666667,0.4791666666666667,0.6062133002679436,Dangerous
Tunnel Smoke,WiFi Log,1470,0.56,4.37,16.05,343.0,94.9,Edge-Node-1,19,0.448,Adaptive,Potential hazard identified,0.728578758337609,0.5111111111111112,0.506628787878788,0.5821062191091694,Dangerous
Platform Fire,Smoke Sensor,272,0.43,4.26,28.58,405.0,94.09,Edge-Node-2,15,0.372,Leader-Based,Evacuation improving,0.11390456644433043,0.3666666666666667,0.9021464646464646,0.46090589925248726,Congested
Panic Chain Reaction,Smoke Sensor,1576,0.85,3.79,15.45,306.0,96.3,Edge-Node-2,10,0.287,Priority-Based,Crowd flow unstable,0.7829656233966136,0.8333333333333333,0.4876893939393939,0.7013294502231137,Dangerous
Platform Fire,RFID Log,799,0.86,3.66,15.96,296.0,95.27,Edge-Node-1,18,0.261,Leader-Based,Crowd flow unstable,0.3842996408414572,0.8444444444444444,0.5037878787878789,0.5775106546912602,Dangerous
Electrical Fire,Smoke Sensor,1645,0.7,2.84,9.21,407.0,95.88,Edge-Node-3,16,0.685,Leader-Based,Normal conditions,0.8183683940482298,0.6666666666666666,0.290719696969697,0.5919182525615312,Dangerous
Tunnel Smoke,CCTV,549,0.44,3.29,13.42,382.0,96.84,Edge-Node-3,11,0.89,Leader-Based,Normal conditions,0.2560287326834274,0.3777777777777778,0.42361111111111116,0.3524725405241054,Optimal
Sudden Overcrowding,WiFi Log,261,0.13,4.48,15.75,387.0,98.59,Edge-Node-1,11,0.321,Leader-Based,Potential hazard identified,0.1082606464853771,0.03333333333333334,0.49715909090909094,0.21291769024260046,Optimal
Sudden Overcrowding,Smoke Sensor,535,0.6,3.14,20.28,357.0,95.65,Edge-Node-1,19,0.842,Adaptive,Evacuation improving,0.24884556182657772,0.5555555555555555,0.6401515151515152,0.4815175441778828,Congested
Panic Chain Reaction,WiFi Log,341,0.62,6.03,18.84,312.0,99.01,Edge-Node-3,15,0.31,Leader-Based,Normal conditions,0.14930733709594662,0.5777777777777777,0.5946969696969697,0.44059402819023136,Congested
Sudden Overcrowding,Environmental Sensor,1798,0.33,1.9,13.82,377.0,95.77,Edge-Node-2,4,0.423,Adaptive,Evacuation improving,0.896870189840944,0.2555555555555556,0.43623737373737376,0.5295543730446245,Congested
Sudden Overcrowding,Heat Sensor,1786,0.32,3.61,14.13,285.0,96.76,Edge-Node-1,7,0.809,Adaptive,High congestion observed,0.8907131862493586,0.24444444444444446,0.44602272727272735,0.5270601193221768,Congested
Tunnel Smoke,RFID Log,1794,0.76,6.18,12.89,398.0,93.94,Edge-Node-2,14,0.237,Adaptive,Normal conditions,0.8948178553104156,0.7333333333333333,0.40688131313131315,0.678344167258354,Dangerous
Station Flooding,WiFi Log,1293,0.7,4.3,15.32,347.0,94.49,Edge-Node-3,3,0.562,Adaptive,High congestion observed,0.6377629553617239,0.6666666666666666,0.4835858585858586,0.5960051602047497,Dangerous
Tunnel Smoke,Environmental Sensor,714,0.84,6.4,6.51,320.0,96.07,Edge-Node-2,12,0.85,Leader-Based,Evacuation improving,0.34068753206772706,0.8222222222222222,0.20549242424242425,0.45613405951079117,Congested
Electrical Fire,Smoke Sensor,136,0.59,5.54,12.93,435.0,98.33,Edge-Node-3,15,0.946,Leader-Based,Normal conditions,0.04412519240636224,0.5444444444444444,0.4081439393939394,0.3322378587482487,Optimal
Station Flooding,WiFi Log,793,0.33,4.94,13.14,364.0,96.63,Edge-Node-1,9,0.821,Leader-Based,High congestion observed,0.38122113904566446,0.2555555555555556,0.4147727272727273,0.35051647395798247,Optimal
Panic Chain Reaction,Environmental Sensor,525,0.16,3.44,23.11,434.0,97.15,Edge-Node-3,1,0.603,Adaptive,Crowd flow unstable,0.2437147255002565,0.06666666666666667,0.7294823232323233,0.3466212384664155,Optimal
Sudden Overcrowding,Environmental Sensor,192,0.14,4.13,14.57,373.0,99.37,Edge-Node-2,2,0.829,Adaptive,High congestion observed,0.0728578758337609,0.04444444444444447,0.4599116161616162,0.19240464547994052,Optimal
Panic Chain Reaction,CCTV,450,0.45,6.24,11.9,361.0,98.78,Edge-Node-1,16,0.542,Priority-Based,High congestion observed,0.2052334530528476,0.3888888888888889,0.37563131313131315,0.3232512183576832,Optimal
Panic Chain Reaction,CCTV,1445,0.94,4.27,12.85,326.0,93.97,Edge-Node-2,3,0.244,Priority-Based,Potential hazard identified,0.7157516675218061,0.9333333333333333,0.4056186868686869,0.6849012292412754,Dangerous
Electrical Fire,RFID Log,298,0.28,5.41,16.74,354.0,96.75,Edge-Node-3,17,0.627,Adaptive,High congestion observed,0.1272447408927655,0.20000000000000007,0.5284090909090909,0.28521794393395217,Optimal
Tunnel Smoke,Heat Sensor,936,0.37,6.22,19.07,323.0,97.31,Edge-Node-3,14,0.341,Priority-Based,Evacuation improving,0.45459209851205745,0.30000000000000004,0.6019570707070707,0.45218305640637607,Congested
Station Flooding,Smoke Sensor,406,0.87,3.54,9.4,418.0,94.33,Edge-Node-3,10,0.284,Priority-Based,Sensor alert triggered,0.18265777321703436,0.8555555555555555,0.29671717171717177,0.4449768334965872,Congested
Sudden Overcrowding,Smoke Sensor,1219,0.82,4.33,22.56,315.0,100.13,Edge-Node-1,9,0.621,Adaptive,Evacuation improving,0.5997947665469472,0.7999999999999999,0.7121212121212122,0.7039719928893865,Dangerous
Electrical Fire,Smoke Sensor,271,0.4,6.15,12.64,390.0,93.09,Edge-Node-3,6,0.615,Adaptive,High congestion observed,0.1133914828116983,0.33333333333333337,0.39898989898989906,0.2819049050449769,Optimal
Tunnel Smoke,CCTV,290,0.41,5.63,20.41,368.0,94.6,Edge-Node-2,19,0.535,Leader-Based,Normal conditions,0.12314007183170857,0.34444444444444444,0.6442550505050505,0.37061318892706785,Optimal
Platform Fire,Environmental Sensor,1325,0.54,4.83,9.5,361.0,99.49,Edge-Node-2,13,0.607,Leader-Based,Sensor alert triggered,0.6541816316059518,0.488888888888889,0.2998737373737374,0.4809814192895261,Congested
Sudden Overcrowding,WiFi Log,1076,0.48,4.77,16.15,343.0,97.19,Edge-Node-1,9,0.293,Leader-Based,Evacuation improving,0.5264238070805541,0.4222222222222222,0.5097853535353535,0.48614379427937654,Congested
Platform Fire,RFID Log,1213,0.4,3.73,21.16,331.0,94.53,Edge-Node-2,6,0.854,Priority-Based,Potential hazard identified,0.5967162647511545,0.33333333333333337,0.6679292929292929,0.532659630337927,Congested
Station Flooding,Smoke Sensor,1256,0.55,2.98,12.72,308.0,100.65,Edge-Node-3,18,0.496,Leader-Based,Evacuation improving,0.6187788609543355,0.5,0.40151515151515155,0.5067646708231625,Congested
Tunnel Smoke,WiFi Log,409,0.93,3.44,12.55,353.0,95.87,Edge-Node-3,13,0.565,Priority-Based,Potential hazard identified,0.18419702411493072,0.9222222222222223,0.39614898989898994,0.500856078745381,Congested
Sudden Overcrowding,Environmental Sensor,1628,0.61,5.04,20.71,295.0,100.27,Edge-Node-1,19,0.569,Leader-Based,Evacuation improving,0.8096459722934838,0.5666666666666667,0.6537247474747475,0.6766791288116326,Dangerous
Panic Chain Reaction,Heat Sensor,1975,0.17,5.2,18.78,364.0,99.89,Edge-Node-2,19,0.887,Leader-Based,Normal conditions,0.987685992816829,0.07777777777777779,0.5928030303030304,0.5527556002992124,Dangerous
Panic Chain Reaction,Heat Sensor,1585,0.42,4.67,18.43,328.0,94.14,Edge-Node-3,18,0.603,Leader-Based,Evacuation improving,0.7875833760903027,0.35555555555555557,0.5817550505050505,0.5749646607169696,Dangerous
Station Flooding,Heat Sensor,897,0.75,2.97,15.75,306.0,99.24,Edge-Node-1,14,0.459,Adaptive,Potential hazard identified,0.4345818368394048,0.7222222222222222,0.49715909090909094,0.5513210499902393,Congested
Sudden Overcrowding,Smoke Sensor,555,0.55,4.34,16.69,385.0,96.64,Edge-Node-1,12,0.622,Priority-Based,High congestion observed,0.2591072344792201,0.5,0.5268308080808082,0.4286460141866761,Congested
Electrical Fire,Smoke Sensor,1418,0.32,3.89,18.62,413.0,97.23,Edge-Node-1,7,0.809,Leader-Based,Normal conditions,0.7018984094407388,0.24444444444444446,0.5877525252525253,0.5113651263792361,Congested
Station Flooding,RFID Log,1448,0.94,3.61,7.4,418.0,97.11,Edge-Node-1,18,0.826,Leader-Based,Normal conditions,0.7172909184197024,0.9333333333333333,0.23358585858585862,0.6280700367796315,Dangerous
Platform Fire,Smoke Sensor,182,0.48,4.09,23.13,372.0,95.16,Edge-Node-2,16,0.846,Leader-Based,Sensor alert triggered,0.06772703950743972,0.4222222222222222,0.7301136363636364,0.40668763269776614,Optimal
Platform Fire,Environmental Sensor,1255,0.1,4.63,15.78,368.0,97.79,Edge-Node-1,11,0.934,Leader-Based,High congestion observed,0.6182657773217034,0.0,0.4981060606060606,0.37212394597592136,Optimal
Station Flooding,CCTV,311,0.92,5.05,14.38,317.0,99.4,Edge-Node-3,16,0.783,Leader-Based,Crowd flow unstable,0.13391482811698305,0.9111111111111112,0.4539141414141415,0.4996466935474119,Congested
Platform Fire,RFID Log,1763,0.94,3.42,20.34,358.0,96.75,Edge-Node-1,18,0.766,Adaptive,Normal conditions,0.8789122626988198,0.9333333333333333,0.6420454545454546,0.8180970168592027,Dangerous
Sudden Overcrowding,WiFi Log,944,0.4,3.25,19.94,341.0,96.64,Edge-Node-3,7,0.343,Leader-Based,Crowd flow unstable,0.4586967675731144,0.33333333333333337,0.629419191919192,0.4738164309418799,Congested
Tunnel Smoke,WiFi Log,807,0.58,2.65,17.23,374.0,93.3,Edge-Node-1,8,0.47,Priority-Based,Crowd flow unstable,0.3884043099025141,0.5333333333333332,0.5438762626262627,0.48853796862070337,Congested
Sudden Overcrowding,Smoke Sensor,1497,0.46,3.48,9.82,296.0,96.8,Edge-Node-3,4,0.3,Leader-Based,Normal conditions,0.7424320164186762,0.4000000000000001,0.3099747474747475,0.48413558796447465,Congested
Tunnel Smoke,WiFi Log,1010,0.43,3.7,5.99,295.0,93.94,Edge-Node-1,9,0.614,Adaptive,Crowd flow unstable,0.4925602873268342,0.3666666666666667,0.18907828282828285,0.3494350789405946,Optimal
Panic Chain Reaction,WiFi Log,381,0.91,2.35,14.43,374.0,97.9,Edge-Node-2,10,0.798,Priority-Based,Sensor alert triggered,0.1698306824012314,0.9000000000000001,0.45549242424242425,0.5084410355478853,Congested
Platform Fire,Smoke Sensor,979,0.43,5.51,19.48,435.0,95.59,Edge-Node-1,3,0.768,Leader-Based,Sensor alert triggered,0.4766546947152386,0.3666666666666667,0.61489898989899,0.4860734504269651,Congested
Platform Fire,Heat Sensor,904,0.15,2.91,10.68,309.0,96.98,Edge-Node-3,5,0.924,Leader-Based,Evacuation improving,0.4381734222678296,0.05555555555555554,0.33712121212121215,0.27695006331486577,Optimal
Platform Fire,Smoke Sensor,1664,0.55,3.44,5.17,381.0,96.73,Edge-Node-1,7,0.207,Priority-Based,Normal conditions,0.8281169830682401,0.5,0.16319444444444445,0.49710380917089486,Congested
