route,hour,day_of_week,is_weekend,temperature,is_raining,nearby_event,prev_passenger_count,passenger_count,vehicle_capacity,data_source,route_avg_demand,is_peak_hour,utilisation,day_name
Route 3 - University Shuttle,12,4,0,11.9,0,0,26,18,100,SYNTHETIC,37.7,0,0.18,Friday
Route 1 - City Centre Express,9,4,0,21.2,0,0,97,70,100,SYNTHETIC,55.2,1,0.7,Friday
Route 10 - West Ring,14,0,0,9.6,0,0,20,15,100,SYNTHETIC,26.9,0,0.15,Monday
Route 3 - University Shuttle,18,1,0,24.1,0,0,83,70,100,SYNTHETIC,37.7,1,0.7,Tuesday
Route 6 - Industrial Park,20,5,1,12.2,0,0,7,9,100,SYNTHETIC,45.9,0,0.09,Saturday
Route 9 - East Corridor,7,6,1,13.3,0,0,7,31,100,SYNTHETIC,35.6,1,0.31,Sunday
Route 10 - West Ring,15,1,0,23.0,0,0,19,14,100,SYNTHETIC,26.9,0,0.14,Tuesday
Route 9 - East Corridor,13,2,0,34.0,0,0,29,22,100,SYNTHETIC,35.6,0,0.22,Wednesday
Route 4 - North Suburbs,16,6,1,37.6,0,0,12,10,100,SYNTHETIC,30.0,0,0.1,Sunday
Route 9 - East Corridor,13,1,0,11.7,0,0,23,23,100,SYNTHETIC,35.6,0,0.23,Tuesday
Route 1 - City Centre Express,12,1,0,15.2,1,0,35,35,100,SYNTHETIC,55.2,0,0.35,Tuesday
Route 4 - North Suburbs,13,0,0,24.1,1,0,31,21,100,SYNTHETIC,30.0,0,0.21,Monday
Route 2 - Airport Link,16,1,0,29.4,0,0,25,36,100,SYNTHETIC,38.4,0,0.36,Tuesday
Route 6 - Industrial Park,14,4,0,2.7,0,0,30,28,100,SYNTHETIC,45.9,0,0.28,Friday
Route 9 - East Corridor,13,2,0,20.7,0,0,24,27,100,SYNTHETIC,35.6,0,0.27,Wednesday
Route 8 - Beach/Leisure,19,6,1,16.1,0,0,73,52,100,SYNTHETIC,27.1,1,0.52,Sunday
Route 10 - West Ring,18,6,1,4.6,0,0,25,18,100,SYNTHETIC,26.9,1,0.18,Sunday
Route 2 - Airport Link,11,6,1,9.3,1,0,24,28,100,SYNTHETIC,38.4,0,0.28,Sunday
Route 8 - Beach/Leisure,18,5,1,15.5,1,1,100,119,100,SYNTHETIC,27.1,1,1.19,Saturday
Route 8 - Beach/Leisure,19,4,0,20.5,1,0,47,42,100,SYNTHETIC,27.1,1,0.42,Friday
Route 5 - South Connector,8,3,0,28.1,1,0,34,45,100,SYNTHETIC,24.6,1,0.45,Thursday
Route 1 - City Centre Express,16,6,1,22.8,0,0,20,21,100,SYNTHETIC,55.2,0,0.21,Sunday
Route 2 - Airport Link,10,0,0,27.6,0,0,44,26,100,SYNTHETIC,38.4,0,0.26,Monday
Route 10 - West Ring,18,5,1,20.2,1,0,22,24,100,SYNTHETIC,26.9,1,0.24,Saturday
Route 3 - University Shuttle,9,0,0,14.4,0,0,70,58,100,SYNTHETIC,37.7,1,0.58,Monday
Route 7 - Hospital Line,17,2,0,18.5,0,0,32,76,100,SYNTHETIC,37.7,1,0.76,Wednesday
Route 10 - West Ring,9,1,0,25.6,0,0,52,43,100,SYNTHETIC,26.9,1,0.43,Tuesday
Route 5 - South Connector,14,4,0,28.3,0,0,19,19,100,SYNTHETIC,24.6,0,0.19,Friday
Route 3 - University Shuttle,21,5,1,18.8,1,0,2,1,100,SYNTHETIC,37.7,0,0.01,Saturday
Route 5 - South Connector,12,0,0,12.6,0,1,27,26,100,SYNTHETIC,24.6,0,0.26,Monday
Route 3 - University Shuttle,19,4,0,22.7,1,0,86,75,100,SYNTHETIC,37.7,1,0.75,Friday
Route 2 - Airport Link,22,1,0,23.8,1,0,22,14,100,SYNTHETIC,38.4,0,0.14,Tuesday
Route 9 - East Corridor,19,0,0,29.9,1,0,63,53,100,SYNTHETIC,35.6,1,0.53,Monday
Route 4 - North Suburbs,8,2,0,14.6,0,0,55,56,100,SYNTHETIC,30.0,1,0.56,Wednesday
Route 7 - Hospital Line,19,4,0,14.7,1,0,78,55,100,SYNTHETIC,37.7,1,0.55,Friday
Route 8 - Beach/Leisure,6,1,0,26.0,0,0,2,3,100,SYNTHETIC,27.1,0,0.03,Tuesday
Route 6 - Industrial Park,12,2,0,16.7,1,0,34,30,100,SYNTHETIC,45.9,0,0.3,Wednesday
Route 6 - Industrial Park,19,6,1,16.4,1,0,18,9,100,SYNTHETIC,45.9,1,0.09,Sunday
Route 2 - Airport Link,17,2,0,30.0,0,0,30,57,100,SYNTHETIC,38.4,1,0.57,Wednesday
Route 6 - Industrial Park,15,6,1,9.0,0,0,3,5,100,SYNTHETIC,45.9,0,0.05,Sunday
Route 8 - Beach/Leisure,12,5,1,36.4,1,0,24,29,100,SYNTHETIC,27.1,0,0.29,Saturday
Route 2 - Airport Link,18,2,0,15.1,0,0,65,47,100,SYNTHETIC,38.4,1,0.47,Wednesday
Route 3 - University Shuttle,17,4,0,26.9,1,0,29,70,100,SYNTHETIC,37.7,1,0.7,Friday
Route 7 - Hospital Line,13,4,0,19.1,0,0,32,26,100,SYNTHETIC,37.7,0,0.26,Friday
Route 10 - West Ring,20,3,0,22.2,1,0,41,18,100,SYNTHETIC,26.9,0,0.18,Thursday
Route 4 - North Suburbs,9,2,0,17.9,0,0,59,38,100,SYNTHETIC,30.0,1,0.38,Wednesday
Route 9 - East Corridor,8,2,0,26.9,0,0,64,74,100,SYNTHETIC,35.6,1,0.74,Wednesday
Route 2 - Airport Link,16,0,0,17.2,1,0,35,35,100,SYNTHETIC,38.4,0,0.35,Monday
Route 6 - Industrial Park,21,0,0,15.4,1,0,34,20,100,SYNTHETIC,45.9,0,0.2,Monday
Route 10 - West Ring,9,2,0,34.5,0,0,55,34,100,SYNTHETIC,26.9,1,0.34,Wednesday
Route 5 - South Connector,9,5,1,20.2,0,1,34,25,100,SYNTHETIC,24.6,1,0.25,Saturday
Route 6 - Industrial Park,8,1,0,14.6,0,0,79,104,100,SYNTHETIC,45.9,1,1.04,Tuesday
Route 2 - Airport Link,19,1,0,8.1,0,0,48,39,100,SYNTHETIC,38.4,1,0.39,Tuesday
Route 6 - Industrial Park,9,2,0,34.9,1,0,100,73,100,SYNTHETIC,45.9,1,0.73,Wednesday
Route 6 - Industrial Park,14,4,0,15.6,0,0,31,30,100,SYNTHETIC,45.9,0,0.3,Friday
Route 10 - West Ring,22,1,0,36.5,0,0,13,13,100,SYNTHETIC,26.9,0,0.13,Tuesday
Route 3 - University Shuttle,4,1,0,23.2,0,0,6,0,100,SYNTHETIC,37.7,0,0.0,Tuesday
Route 4 - North Suburbs,15,0,0,21.1,1,0,27,24,100,SYNTHETIC,30.0,0,0.24,Monday
Route 7 - Hospital Line,14,2,0,21.4,0,0,25,22,100,SYNTHETIC,37.7,0,0.22,Wednesday
Route 10 - West Ring,18,1,0,37.7,1,0,45,50,100,SYNTHETIC,26.9,1,0.5,Tuesday
Route 3 - University Shuttle,11,5,1,2.5,0,0,8,2,100,SYNTHETIC,37.7,0,0.02,Saturday
Route 7 - Hospital Line,12,6,1,21.7,0,1,30,31,100,SYNTHETIC,37.7,0,0.31,Sunday
Route 9 - East Corridor,8,2,0,17.9,0,0,60,72,100,SYNTHETIC,35.6,1,0.72,Wednesday
Route 7 - Hospital Line,18,0,0,18.3,0,0,63,78,100,SYNTHETIC,37.7,1,0.78,Monday
Route 5 - South Connector,18,0,0,21.2,0,0,42,36,100,SYNTHETIC,24.6,1,0.36,Monday
Route 3 - University Shuttle,8,2,0,17.9,0,0,67,72,100,SYNTHETIC,37.7,1,0.72,Wednesday
Route 3 - University Shuttle,12,3,0,21.5,1,0,23,35,100,SYNTHETIC,37.7,0,0.35,Thursday
Route 1 - City Centre Express,20,3,0,19.8,0,0,78,33,100,SYNTHETIC,55.2,0,0.33,Thursday
Route 2 - Airport Link,0,2,0,9.5,0,0,2,1,100,SYNTHETIC,38.4,0,0.01,Wednesday
Route 5 - South Connector,10,2,0,23.1,0,0,32,17,100,SYNTHETIC,24.6,0,0.17,Wednesday
Route 2 - Airport Link,15,1,0,25.7,0,0,24,23,100,SYNTHETIC,38.4,0,0.23,Tuesday
Route 1 - City Centre Express,11,3,0,15.7,0,0,25,34,100,SYNTHETIC,55.2,0,0.34,Thursday
Route 7 - Hospital Line,10,4,0,34.9,0,0,36,22,100,SYNTHETIC,37.7,0,0.22,Friday
Route 1 - City Centre Express,13,0,0,30.7,0,0,37,36,100,SYNTHETIC,55.2,0,0.36,Monday
Route 2 - Airport Link,8,3,0,26.8,0,0,49,67,100,SYNTHETIC,38.4,1,0.67,Thursday
Route 6 - Industrial Park,15,4,0,26.7,0,0,26,32,100,SYNTHETIC,45.9,0,0.32,Friday
Route 10 - West Ring,17,4,0,20.2,0,0,22,46,100,SYNTHETIC,26.9,1,0.46,Friday
Route 8 - Beach/Leisure,15,3,0,29.1,0,0,11,19,100,SYNTHETIC,27.1,0,0.19,Thursday
Route 1 - City Centre Express,7,3,0,32.6,0,0,13,91,100,SYNTHETIC,55.2,1,0.91,Thursday
Route 2 - Airport Link,19,4,0,26.5,0,0,64,44,100,SYNTHETIC,38.4,1,0.44,Friday
Route 8 - Beach/Leisure,8,2,0,15.4,0,0,22,25,100,SYNTHETIC,27.1,1,0.25,Wednesday
Route 8 - Beach/Leisure,18,3,0,19.7,0,0,45,42,100,SYNTHETIC,27.1,1,0.42,Thursday
Route 4 - North Suburbs,11,2,0,24.6,0,0,21,23,100,SYNTHETIC,30.0,0,0.23,Wednesday
Route 10 - West Ring,18,3,0,26.7,0,0,46,41,100,SYNTHETIC,26.9,1,0.41,Thursday
Route 9 - East Corridor,8,0,0,19.4,0,0,62,69,100,SYNTHETIC,35.6,1,0.69,Monday
Route 8 - Beach/Leisure,8,2,0,15.5,0,0,23,24,100,SYNTHETIC,27.1,1,0.24,Wednesday
Route 8 - Beach/Leisure,14,0,0,32.7,1,0,20,11,100,SYNTHETIC,27.1,0,0.11,Monday
Route 8 - Beach/Leisure,6,1,0,11.4,0,0,4,4,100,SYNTHETIC,27.1,0,0.04,Tuesday
Route 2 - Airport Link,9,2,0,12.5,0,0,67,43,100,SYNTHETIC,38.4,1,0.43,Wednesday
Route 8 - Beach/Leisure,17,3,0,9.4,0,0,15,44,100,SYNTHETIC,27.1,1,0.44,Thursday
Route 10 - West Ring,19,6,1,12.5,0,0,24,17,100,SYNTHETIC,26.9,1,0.17,Sunday
Route 3 - University Shuttle,7,0,0,30.0,1,0,7,64,100,SYNTHETIC,37.7,1,0.64,Monday
Route 1 - City Centre Express,19,6,1,30.2,0,0,66,61,100,SYNTHETIC,55.2,1,0.61,Sunday
Route 4 - North Suburbs,18,2,0,19.4,0,0,49,62,100,SYNTHETIC,30.0,1,0.62,Wednesday
Route 3 - University Shuttle,19,5,1,24.0,0,0,14,16,100,SYNTHETIC,37.7,1,0.16,Saturday
Route 10 - West Ring,17,4,0,19.9,0,0,20,53,100,SYNTHETIC,26.9,1,0.53,Friday
Route 5 - South Connector,17,6,1,10.5,1,0,13,24,100,SYNTHETIC,24.6,1,0.24,Sunday
Route 7 - Hospital Line,14,0,0,37.7,0,0,23,22,100,SYNTHETIC,37.7,0,0.22,Monday
Route 10 - West Ring,17,6,1,31.0,0,0,17,26,100,SYNTHETIC,26.9,1,0.26,Sunday
Route 8 - Beach/Leisure,20,0,0,22.8,0,0,39,19,100,SYNTHETIC,27.1,0,0.19,Monday
Route 8 - Beach/Leisure,7,6,1,13.2,0,0,9,36,100,SYNTHETIC,27.1,1,0.36,Sunday
Route 10 - West Ring,10,4,0,18.2,0,0,30,20,100,SYNTHETIC,26.9,0,0.2,Friday
Route 7 - Hospital Line,7,3,0,14.5,0,0,5,49,100,SYNTHETIC,37.7,1,0.49,Thursday
Route 3 - University Shuttle,21,2,0,20.8,0,1,32,23,100,SYNTHETIC,37.7,0,0.23,Wednesday
Route 8 - Beach/Leisure,13,0,0,22.5,0,0,12,20,100,SYNTHETIC,27.1,0,0.2,Monday
Route 4 - North Suburbs,17,5,1,17.3,0,0,14,29,100,SYNTHETIC,30.0,1,0.29,Saturday
Route 4 - North Suburbs,19,5,1,8.4,0,0,26,17,100,SYNTHETIC,30.0,1,0.17,Saturday
Route 7 - Hospital Line,22,6,1,37.1,0,0,11,4,100,SYNTHETIC,37.7,0,0.04,Sunday
Route 4 - North Suburbs,8,5,1,21.9,0,0,22,34,100,SYNTHETIC,30.0,1,0.34,Saturday
Route 1 - City Centre Express,18,6,1,23.7,0,0,57,62,100,SYNTHETIC,55.2,1,0.62,Sunday
Route 10 - West Ring,20,6,1,16.6,0,1,24,15,100,SYNTHETIC,26.9,0,0.15,Sunday
Route 6 - Industrial Park,7,2,0,7.5,0,0,14,83,100,SYNTHETIC,45.9,1,0.83,Wednesday
Route 7 - Hospital Line,18,4,0,19.3,0,0,64,62,100,SYNTHETIC,37.7,1,0.62,Friday
Route 9 - East Corridor,11,1,0,17.4,0,0,20,21,100,SYNTHETIC,35.6,0,0.21,Tuesday
Route 7 - Hospital Line,17,5,1,25.7,0,0,23,38,100,SYNTHETIC,37.7,1,0.38,Saturday
Route 7 - Hospital Line,14,4,0,27.2,0,0,19,26,100,SYNTHETIC,37.7,0,0.26,Friday
Route 8 - Beach/Leisure,9,3,0,26.1,1,1,36,32,100,SYNTHETIC,27.1,1,0.32,Thursday
Route 3 - University Shuttle,8,4,0,27.9,0,0,76,93,100,SYNTHETIC,37.7,1,0.93,Friday
Route 9 - East Corridor,7,1,0,34.4,0,0,14,59,100,SYNTHETIC,35.6,1,0.59,Tuesday
Route 8 - Beach/Leisure,7,4,0,23.1,0,0,7,28,100,SYNTHETIC,27.1,1,0.28,Friday
Route 2 - Airport Link,16,3,0,28.8,0,0,33,35,100,SYNTHETIC,38.4,0,0.35,Thursday
Route 2 - Airport Link,11,2,0,24.0,1,0,23,32,100,SYNTHETIC,38.4,0,0.32,Wednesday
Route 9 - East Corridor,9,6,1,4.8,0,0,30,23,100,SYNTHETIC,35.6,1,0.23,Sunday
Route 9 - East Corridor,17,0,0,18.8,0,1,43,83,100,SYNTHETIC,35.6,1,0.83,Monday
Route 10 - West Ring,17,5,1,13.1,0,0,13,22,100,SYNTHETIC,26.9,1,0.22,Saturday
Route 2 - Airport Link,15,1,0,21.9,1,0,25,31,100,SYNTHETIC,38.4,0,0.31,Tuesday
Route 9 - East Corridor,20,1,0,13.7,1,0,50,26,100,SYNTHETIC,35.6,0,0.26,Tuesday
Route 9 - East Corridor,12,1,0,24.8,0,0,24,29,100,SYNTHETIC,35.6,0,0.29,Tuesday
Route 8 - Beach/Leisure,19,0,0,27.8,0,0,45,34,100,SYNTHETIC,27.1,1,0.34,Monday
Route 5 - South Connector,7,0,0,29.6,0,0,8,38,100,SYNTHETIC,24.6,1,0.38,Monday
Route 6 - Industrial Park,18,5,1,33.0,0,0,15,13,100,SYNTHETIC,45.9,1,0.13,Saturday
Route 5 - South Connector,22,6,1,6.6,0,0,6,8,100,SYNTHETIC,24.6,0,0.08,Sunday
Route 1 - City Centre Express,19,4,0,10.4,1,0,104,87,100,SYNTHETIC,55.2,1,0.87,Friday
Route 6 - Industrial Park,15,0,0,42.0,0,0,25,29,100,SYNTHETIC,45.9,0,0.29,Monday
Route 3 - University Shuttle,16,6,1,28.1,1,1,5,10,100,SYNTHETIC,37.7,0,0.1,Sunday
Route 3 - University Shuttle,11,4,0,21.8,0,1,30,35,100,SYNTHETIC,37.7,0,0.35,Friday
Route 1 - City Centre Express,17,3,0,20.3,1,0,43,88,100,SYNTHETIC,55.2,1,0.88,Thursday
Route 5 - South Connector,18,6,1,19.5,0,0,22,19,100,SYNTHETIC,24.6,1,0.19,Sunday
Route 1 - City Centre Express,23,2,0,4.5,0,0,5,6,100,SYNTHETIC,55.2,0,0.06,Wednesday
Route 9 - East Corridor,14,2,0,13.8,0,0,25,21,100,SYNTHETIC,35.6,0,0.21,Wednesday
Route 9 - East Corridor,7,5,1,19.1,1,1,9,48,100,SYNTHETIC,35.6,1,0.48,Saturday
Route 9 - East Corridor,16,3,0,14.3,0,0,19,31,100,SYNTHETIC,35.6,0,0.31,Thursday
Route 4 - North Suburbs,7,5,1,15.3,0,1,13,38,100,SYNTHETIC,30.0,1,0.38,Saturday
Route 2 - Airport Link,9,4,0,40.5,1,0,66,44,100,SYNTHETIC,38.4,1,0.44,Friday
Route 6 - Industrial Park,11,5,1,18.0,1,0,0,4,100,SYNTHETIC,45.9,0,0.04,Saturday
Route 7 - Hospital Line,18,2,0,22.2,0,0,69,64,100,SYNTHETIC,37.7,1,0.64,Wednesday
Route 1 - City Centre Express,8,0,0,21.9,0,1,151,151,100,SYNTHETIC,55.2,1,1.51,Monday
Route 9 - East Corridor,8,3,0,24.7,0,0,52,75,100,SYNTHETIC,35.6,1,0.75,Thursday
Route 5 - South Connector,6,4,0,16.2,1,0,2,10,100,SYNTHETIC,24.6,0,0.1,Friday
Route 9 - East Corridor,19,5,1,30.0,0,0,30,26,100,SYNTHETIC,35.6,1,0.26,Saturday
Route 1 - City Centre Express,17,1,0,23.5,0,0,33,86,100,SYNTHETIC,55.2,1,0.86,Tuesday
Route 5 - South Connector,6,5,1,9.7,0,0,2,8,100,SYNTHETIC,24.6,0,0.08,Saturday
Route 5 - South Connector,6,5,1,19.1,0,0,4,9,100,SYNTHETIC,24.6,0,0.09,Saturday
Route 1 - City Centre Express,15,5,1,18.6,0,0,20,16,100,SYNTHETIC,55.2,0,0.16,Saturday
Route 8 - Beach/Leisure,10,5,1,18.3,0,0,29,22,100,SYNTHETIC,27.1,0,0.22,Saturday
Route 10 - West Ring,16,6,1,24.1,0,0,12,12,100,SYNTHETIC,26.9,0,0.12,Sunday
Route 6 - Industrial Park,13,4,0,25.1,0,0,29,31,100,SYNTHETIC,45.9,0,0.31,Friday
Route 4 - North Suburbs,20,2,0,24.1,0,1,79,33,100,SYNTHETIC,30.0,0,0.33,Wednesday
Route 7 - Hospital Line,10,3,0,22.7,0,0,43,16,100,SYNTHETIC,37.7,0,0.16,Thursday
Route 4 - North Suburbs,17,5,1,20.7,0,0,11,29,100,SYNTHETIC,30.0,1,0.29,Saturday
Route 4 - North Suburbs,7,1,0,2.8,0,1,13,79,100,SYNTHETIC,30.0,1,0.79,Tuesday
Route 8 - Beach/Leisure,21,4,0,26.2,0,0,13,14,100,SYNTHETIC,27.1,0,0.14,Friday
Route 6 - Industrial Park,22,4,0,23.9,1,0,21,8,100,SYNTHETIC,45.9,0,0.08,Friday
Route 3 - University Shuttle,18,4,0,12.1,0,0,72,77,100,SYNTHETIC,37.7,1,0.77,Friday
Route 5 - South Connector,13,2,0,22.2,0,0,20,16,100,SYNTHETIC,24.6,0,0.16,Wednesday
Route 9 - East Corridor,9,5,1,25.2,0,0,31,18,100,SYNTHETIC,35.6,1,0.18,Saturday
Route 6 - Industrial Park,18,0,0,29.4,0,0,90,87,100,SYNTHETIC,45.9,1,0.87,Monday
Route 1 - City Centre Express,18,5,1,24.1,1,0,55,58,100,SYNTHETIC,55.2,1,0.58,Saturday
Route 9 - East Corridor,9,5,1,22.6,1,0,40,27,100,SYNTHETIC,35.6,1,0.27,Saturday
Route 8 - Beach/Leisure,13,6,1,27.6,1,0,29,19,100,SYNTHETIC,27.1,0,0.19,Sunday
Route 3 - University Shuttle,13,6,1,17.5,0,0,5,2,100,SYNTHETIC,37.7,0,0.02,Sunday
Route 10 - West Ring,19,2,0,23.3,0,0,45,36,100,SYNTHETIC,26.9,1,0.36,Wednesday
Route 10 - West Ring,17,0,0,15.0,0,0,24,48,100,SYNTHETIC,26.9,1,0.48,Monday
Route 10 - West Ring,16,4,0,28.9,0,1,26,45,100,SYNTHETIC,26.9,0,0.45,Friday
Route 4 - North Suburbs,17,0,0,7.1,0,0,25,52,100,SYNTHETIC,30.0,1,0.52,Monday
Route 10 - West Ring,10,1,0,26.5,0,0,35,14,100,SYNTHETIC,26.9,0,0.14,Tuesday
Route 9 - East Corridor,12,4,0,20.1,0,0,31,23,100,SYNTHETIC,35.6,0,0.23,Friday
Route 9 - East Corridor,6,4,0,27.7,0,0,0,13,100,SYNTHETIC,35.6,0,0.13,Friday
Route 6 - Industrial Park,18,4,0,13.8,1,0,71,88,100,SYNTHETIC,45.9,1,0.88,Friday
Route 3 - University Shuttle,13,5,1,20.7,0,0,3,8,100,SYNTHETIC,37.7,0,0.08,Saturday
Route 3 - University Shuttle,13,1,0,20.5,0,1,32,37,100,SYNTHETIC,37.7,0,0.37,Tuesday
Route 10 - West Ring,9,5,1,23.5,0,0,23,17,100,SYNTHETIC,26.9,1,0.17,Saturday
Route 6 - Industrial Park,9,4,0,11.6,0,0,84,56,100,SYNTHETIC,45.9,1,0.56,Friday
Route 10 - West Ring,16,2,0,25.1,1,0,18,29,100,SYNTHETIC,26.9,0,0.29,Wednesday
Route 6 - Industrial Park,9,3,0,5.2,0,0,85,61,100,SYNTHETIC,45.9,1,0.61,Thursday
Route 6 - Industrial Park,7,3,0,14.7,1,0,19,93,100,SYNTHETIC,45.9,1,0.93,Thursday
Route 1 - City Centre Express,18,3,0,7.5,0,0,90,93,100,SYNTHETIC,55.2,1,0.93,Thursday
Route 5 - South Connector,12,2,0,26.6,1,0,23,16,100,SYNTHETIC,24.6,0,0.16,Wednesday
Route 6 - Industrial Park,12,1,0,23.2,0,0,30,32,100,SYNTHETIC,45.9,0,0.32,Tuesday
Route 2 - Airport Link,13,1,0,23.6,0,0,32,23,100,SYNTHETIC,38.4,0,0.23,Tuesday
Route 2 - Airport Link,18,2,0,31.8,0,0,52,53,100,SYNTHETIC,38.4,1,0.53,Wednesday
Route 6 - Industrial Park,11,1,0,17.5,0,0,32,31,100,SYNTHETIC,45.9,0,0.31,Tuesday
Route 3 - University Shuttle,18,3,0,24.9,1,0,87,93,100,SYNTHETIC,37.7,1,0.93,Thursday
Route 8 - Beach/Leisure,21,6,1,20.5,0,0,20,15,100,SYNTHETIC,27.1,0,0.15,Sunday
Route 5 - South Connector,17,0,0,19.3,0,0,24,36,100,SYNTHETIC,24.6,1,0.36,Monday
Route 5 - South Connector,13,2,0,30.5,0,0,19,16,100,SYNTHETIC,24.6,0,0.16,Wednesday
Route 2 - Airport Link,18,0,0,36.7,0,0,52,52,100,SYNTHETIC,38.4,1,0.52,Monday
Route 5 - South Connector,13,6,1,16.5,0,0,11,3,100,SYNTHETIC,24.6,0,0.03,Sunday
Route 6 - Industrial Park,12,4,0,26.7,0,0,32,32,100,SYNTHETIC,45.9,0,0.32,Friday
Route 6 - Industrial Park,14,1,0,22.6,0,0,24,22,100,SYNTHETIC,45.9,0,0.22,Tuesday
Route 3 - University Shuttle,11,2,0,22.6,0,0,21,24,100,SYNTHETIC,37.7,0,0.24,Wednesday
Route 1 - City Centre Express,7,5,1,22.0,0,0,12,46,100,SYNTHETIC,55.2,1,0.46,Saturday
Route 10 - West Ring,12,6,1,17.3,1,0,11,8,100,SYNTHETIC,26.9,0,0.08,Sunday
Route 10 - West Ring,8,4,0,-5.0,1,1,59,83,100,SYNTHETIC,26.9,1,0.83,Friday
Route 10 - West Ring,12,1,0,32.3,0,0,12,20,100,SYNTHETIC,26.9,0,0.2,Tuesday
Route 3 - University Shuttle,15,4,0,14.4,0,0,27,18,100,SYNTHETIC,37.7,0,0.18,Friday
Route 7 - Hospital Line,20,4,0,18.1,1,0,54,26,100,SYNTHETIC,37.7,0,0.26,Friday
Route 2 - Airport Link,6,4,0,18.2,0,1,10,21,100,SYNTHETIC,38.4,0,0.21,Friday
Route 10 - West Ring,16,0,0,13.7,0,0,21,22,100,SYNTHETIC,26.9,0,0.22,Monday
Route 1 - City Centre Express,13,4,0,21.9,0,1,49,48,100,SYNTHETIC,55.2,0,0.48,Friday
Route 5 - South Connector,6,0,0,19.6,0,0,0,10,100,SYNTHETIC,24.6,0,0.1,Monday
Route 9 - East Corridor,9,6,1,14.3,0,0,32,24,100,SYNTHETIC,35.6,1,0.24,Sunday
Route 8 - Beach/Leisure,7,6,1,21.2,0,0,11,32,100,SYNTHETIC,27.1,1,0.32,Sunday
Route 9 - East Corridor,9,3,0,19.7,0,0,71,48,100,SYNTHETIC,35.6,1,0.48,Thursday
Route 5 - South Connector,10,4,0,27.4,1,0,30,17,100,SYNTHETIC,24.6,0,0.17,Friday
Route 1 - City Centre Express,12,0,0,9.3,0,0,32,40,100,SYNTHETIC,55.2,0,0.4,Monday
Route 1 - City Centre Express,15,6,1,13.6,0,0,18,19,100,SYNTHETIC,55.2,0,0.19,Sunday
Route 2 - Airport Link,0,1,0,25.8,0,0,5,3,100,SYNTHETIC,38.4,0,0.03,Tuesday
Route 1 - City Centre Express,8,1,0,14.9,0,0,84,105,100,SYNTHETIC,55.2,1,1.05,Tuesday
Route 5 - South Connector,7,4,0,12.8,1,0,11,40,100,SYNTHETIC,24.6,1,0.4,Friday
Route 1 - City Centre Express,15,6,1,15.3,0,0,19,17,100,SYNTHETIC,55.2,0,0.17,Sunday
Route 2 - Airport Link,11,3,0,19.2,0,0,27,28,100,SYNTHETIC,38.4,0,0.28,Thursday
Route 5 - South Connector,15,3,0,19.2,0,0,14,19,100,SYNTHETIC,24.6,0,0.19,Thursday
Route 8 - Beach/Leisure,9,3,0,18.3,0,0,18,25,100,SYNTHETIC,27.1,1,0.25,Thursday
Route 7 - Hospital Line,6,2,0,11.8,0,0,3,14,100,SYNTHETIC,37.7,0,0.14,Wednesday
Route 1 - City Centre Express,21,4,0,26.2,0,0,32,24,100,SYNTHETIC,55.2,0,0.24,Friday
Route 10 - West Ring,7,6,1,30.6,0,0,1,23,100,SYNTHETIC,26.9,1,0.23,Sunday
Route 6 - Industrial Park,8,2,0,4.7,1,0,75,97,100,SYNTHETIC,45.9,1,0.97,Wednesday
Route 4 - North Suburbs,8,5,1,7.6,0,1,34,37,100,SYNTHETIC,30.0,1,0.37,Saturday
Route 4 - North Suburbs,22,5,1,28.0,0,0,7,0,100,SYNTHETIC,30.0,0,0.0,Saturday
Route 9 - East Corridor,16,5,1,32.6,0,0,11,16,100,SYNTHETIC,35.6,0,0.16,Saturday
Route 5 - South Connector,16,5,1,3.0,0,0,2,16,100,SYNTHETIC,24.6,0,0.16,Saturday
Route 3 - University Shuttle,22,6,1,26.5,1,0,0,4,100,SYNTHETIC,37.7,0,0.04,Sunday
Route 5 - South Connector,7,5,1,33.1,0,0,8,20,100,SYNTHETIC,24.6,1,0.2,Saturday
Route 1 - City Centre Express,22,6,1,13.1,0,0,12,11,100,SYNTHETIC,55.2,0,0.11,Sunday
Route 2 - Airport Link,8,5,1,32.6,0,0,47,52,100,SYNTHETIC,38.4,1,0.52,Saturday
Route 4 - North Suburbs,16,5,1,18.6,0,0,6,10,100,SYNTHETIC,30.0,0,0.1,Saturday
Route 3 - University Shuttle,12,6,1,22.5,0,0,5,6,100,SYNTHETIC,37.7,0,0.06,Sunday
Route 4 - North Suburbs,12,6,1,14.2,0,0,9,15,100,SYNTHETIC,30.0,0,0.15,Sunday
Route 1 - City Centre Express,20,4,0,28.0,0,0,73,30,100,SYNTHETIC,55.2,0,0.3,Friday
Route 7 - Hospital Line,8,4,0,26.7,0,0,48,55,100,SYNTHETIC,37.7,1,0.55,Friday
Route 2 - Airport Link,23,6,1,33.8,0,0,5,4,100,SYNTHETIC,38.4,0,0.04,Sunday
Route 3 - University Shuttle,12,2,0,31.5,1,0,32,30,100,SYNTHETIC,37.7,0,0.3,Wednesday
Route 10 - West Ring,17,0,0,19.9,0,0,23,32,100,SYNTHETIC,26.9,1,0.32,Monday
Route 1 - City Centre Express,21,6,1,42.0,0,0,21,15,100,SYNTHETIC,55.2,0,0.15,Sunday
Route 3 - University Shuttle,7,4,0,30.8,0,1,17,94,100,SYNTHETIC,37.7,1,0.94,Friday
